Torque(Nm),Brake_Velocity(rad/s),All_exp_Velocity(rad/s)
0.6585244381133699,1.9918009042739868,0.0
3.1736248891158896,1.985355019569397,0.0
4.26257675787864,1.9466793537139893,0.0
6.987375105063089,1.93378746509552,0.0
8.11449355010396,1.9080034494400024,0.0
8.22324369257384,1.8822195529937744,0.0025313596706837416
10.68487233801315,1.804868221282959,0.0025313596706837416
12.53617934645415,1.7533005475997925,0.0
12.16839120197155,1.675948977470398,0.0025313596706837416
14.27455721560375,1.5985974073410034,0.0
18.014918658698747,1.5728137493133545,0.0
19.792100799361453,1.5212459564208984,0.0
20.899937254124847,1.392326831817627,0.0
23.42173921336435,1.34075927734375,0.0
24.329470926350847,1.211840033531189,0.0
25.54671750825185,1.0829209089279175,0.002531362697482109
25.69103614897075,0.9540017247200012,0.0
27.299882513285848,0.7735148668289185,-0.0025313596706837416
29.38041459194665,0.6188119649887085,0.0
30.086284503480453,0.5156766176223755,0.0
31.79643905794485,0.41254130005836487,0.0
31.994915040195654,0.3351898193359375,-0.0025313596706837416
34.87294834485046,0.25783830881118774,0.0
34.60498315319225,0.15470299124717712,-0.002531365491449833
36.61765913112936,0.0,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.002531365491449833
,,0.0
,,0.0
,,0.0
,,0.002531353384256363
,,0.002531365491449833
,,0.0
,,0.0
,,0.002531353384256363
,,0.0
,,0.0025313780643045902
,,0.0025313780643045902
,,0.0025313287042081356
,,0.0025313287042081356
,,0.0025312798097729683
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.005062657408416271
,,0.005062657408416271
,,0.005062657408416271
,,0.005062657408416271
,,0.015188169665634632
,,0.02784501016139984
,,0.015188366174697876
,,0.020251024514436722
,,0.020250629633665085
,,0.020250629633665085
,,0.0506269671022892
,,0.058221351355314255
,,0.058221351355314255
,,0.08100330829620361
,,0.12150613963603973
,,0.10631737858057022
,,0.11644426733255386
,,0.1366933286190033
,,0.1240374818444252
,,0.15694396197795868
,,0.16200819611549377
,,0.19238413870334625
,,0.20250944793224335
,,0.23035486042499542
,,0.23035486042499542
,,0.23035486042499542
,,0.2632645070552826
,,0.2835151255130768
,,0.32401639223098755
,,0.32401639223098755
,,0.3670355975627899
,,0.3721029758453369
,,0.3898293375968933
,,0.4050126075744629
,,0.4050126075744629
,,0.47842350602149963
,,0.47336241602897644
,,0.529046893119812
,,0.529046893119812
,,0.529046893119812
,,0.5518344044685364
,,0.5492912530899048
,,0.587287187576294
,,0.5822260975837708
,,0.6176536679267883
,,0.6201716661453247
,,0.6379232406616211
,,0.6606854796409607
,,0.6176536679267883
,,0.6834729909896851
,,0.6834729909896851
,,0.6961130499839783
,,0.6885088682174683
,,0.6885591745376587
,,0.6885591745376587
,,0.7417383193969727
,,0.764500617980957
,,0.7315658926963806
,,0.7670186161994934
,,0.7669682502746582
,,0.7872629165649414
,,0.7897304892539978
,,0.8378737568855286
,,0.8328379392623901
,,0.850564181804657
,,0.8631540536880493
,,0.8708086013793945
,,0.8556001782417297
,,0.8606864213943481
,,0.9138152003288269
,,0.8910529017448425
,,0.8581180572509766
,,0.8581180572509766
,,0.9163835644721985
,,0.9568721652030945
,,0.9365774393081665
,,0.9365774393081665
,,0.9188511371612549
,,1.0125188827514648
,,0.9544045329093933
,,0.9822028279304504
,,0.9720302820205688
,,0.9897566437721252
,,1.002346396446228
,,0.9695122838020325
,,0.9695122838020325
,,1.0024471282958984
,,1.0201735496520996
,,0.9593398571014404
,,1.0201735496520996
,,1.0504896640777588
,,1.0378999710083008
,,1.0378999710083008
,,1.0454537868499756
,,1.0150368213653564
