Torque(Nm),Brake_Velocity(rad/s),All_exp_Velocity(rad/s)
1.2309235953047,2.152949810028076,0.0
0.1982384095162102,2.1207199096679688,0.0
0.38755832770215015,2.10138201713562,-0.007594081573188305
5.56019196695611,2.062706470489502,0.0
5.49738197635299,2.0369226932525635,0.0
7.237783834726771,1.985355019569397,0.0
8.56417198328285,1.93378746509552,-0.0025313596706837416
11.28737418962331,1.8822195529937744,0.0025313596706837416
11.002401617119212,1.830651879310608,0.0
14.68352318436671,1.701732873916626,0.0
16.75410221583001,1.6243813037872314,0.0
20.26731966062301,1.5985974073410034,0.0
19.33278517655671,1.547029733657837,0.0
23.86784263898531,1.4696784019470215,0.00506272166967392
23.72034585134071,1.4181106090545654,0.0
26.25076566639051,1.392326831817627,-0.0025313596706837416
25.460304639282608,1.2634077072143555,-0.00506272166967392
28.253639730357207,1.1860562562942505,0.0
29.144838664322307,1.108704686164856,-0.0025313596706837416
30.23007254697061,0.8250826001167297,0.0025313596706837416
31.91806433788351,0.7735148668289185,0.0
33.07322397663451,0.6188119649887085,-0.00506272166967392
35.094305245303616,0.5156766176223755,0.007594081573188305
37.01394513087151,0.41254130005836487,0.007594081573188305
38.949312657657714,0.30940598249435425,-0.0025313596706837416
39.532411286221915,0.20627065002918243,0.0
40.906458047546614,0.10313532501459122,0.0025313596706837416
42.516186747212416,0.0,0.0
,,0.0
,,0.005062719341367483
,,0.002531365491449833
,,0.0
,,0.0025313596706837416
,,-0.005062719341367483
,,0.0
,,-0.002531365491449833
,,0.005062719341367483
,,0.005062730982899666
,,0.002531365491449833
,,0.002531353384256363
,,-0.002531353384256363
,,-0.002531353384256363
,,0.0
,,-0.002531353384256363
,,0.0
,,0.0
,,0.0
,,-0.0025313780643045902
,,0.0
,,0.0
,,0.0025313780643045902
,,0.0025313780643045902
,,0.0025312798097729683
,,0.010125413537025452
,,0.01265684049576521
,,0.020250827074050903
,,0.020250827074050903
,,0.020250827074050903
,,0.032908063381910324
,,0.030376339331269264
,,0.03290766850113869
,,0.012656643986701965
,,0.01771930232644081
,,0.015187973156571388
,,0.03797072172164917
,,0.06075267866253853
,,0.09872262179851532
,,0.09872262179851532
,,0.10884793102741241
,,0.13416121900081635
,,0.13416121900081635
,,0.126568004488945
,,0.126568004488945
,,0.19238413870334625
,,0.21262846887111664
,,0.21515901386737823
,,0.22782431542873383
,,0.250599205493927
,,0.2556728422641754
,,0.30122262239456177
,,0.30375948548316956
,,0.32654693722724915
,,0.3695787191390991
,,0.3695787191390991
,,0.3721155524253845
,,0.3721155524253845
,,0.43287375569343567
,,0.4024820625782013
,,0.5012109875679016
,,0.46577081084251404
,,0.48095405101776123
,,0.4834972023963928
,,0.561956524848938
,,0.5265290141105652
,,0.5265290141105652
,,0.488558292388916
,,0.488558292388916
,,0.561956524848938
,,0.5492912530899048
,,0.5670428276062012
,,0.554352343082428
,,0.6075315475463867
,,0.5974093079566956
,,0.6100746393203735
