Time(s),MotorTorque(Nm),FutekTorque(Nm),DesiredTorque(Nm),MotorCurrent(A),TorqueforKtau(Nm),FutekforKtau(Nm)
0.0,-0.13252675533294678,1.4258573789553353,5.086263020833333e-05,0.49507126160078746,2.7217037677764893,2.5179558632511343
0.02,-0.05598757043480873,1.3737571889743774,0.21362940470377606,4.307947211548669,23.68337059020996,28.023611887188697
0.04,0.2039516121149063,1.4220997067776513,0.4795503616333008,9.432118624552858,51.8540153503418,59.21563165866069
0.06,0.4395838677883148,1.5217427132057824,0.7479468981424968,14.701601512495936,80.82352447509766,82.1736332432172
0.08,0.6953688859939575,1.4949263510083513,1.136778990427653,,,
0.1,1.1143102645874023,1.5299441371746112,1.4714574813842773,,,
0.12000000000000001,1.4674122333526611,1.5360356760564042,1.7092339197794595,,,
0.14,1.7523609399795532,1.5895074816195813,1.9210894902547202,,,
0.16,1.9058096408843994,1.6084540431161782,2.2429935137430825,,,
0.18,2.247847318649292,1.5604648943689663,2.458984057108561,,,
0.19999999999999998,2.426985740661621,0.8466262387985878,2.8141848246256513,,,
0.21999999999999997,1.7607429027557373,1.4427370032963254,3.040965398152669,,,
0.23999999999999996,0.5906150937080383,1.0282427115623873,3.2575511932373047,,,
0.25999999999999995,0.420307457447052,1.3210350694547515,3.5212429364522295,,,
0.27999999999999997,0.7992672324180603,1.9300628320632742,3.737117449442546,,,
0.3,0.8957376480102539,2.0024714135184243,4.0034135182698565,,,
0.32,0.9969158172607422,2.012388036520904,4.324341615041097,,,
0.34,1.4688009023666382,2.0256823240546242,4.535095691680908,,,
0.36000000000000004,1.6615524291992188,2.0723525907556843,4.802388350168864,,,
0.38000000000000006,2.0025882720947266,2.1407686455220345,5.020498434702555,,,
0.4000000000000001,1.9714329242706299,2.146641639233774,5.231025218963623,,,
0.4200000000000001,2.319575071334839,2.0020337795336145,5.495562553405762,,,
0.4400000000000001,2.581826686859131,2.1432900696482045,5.763311386108398,,,
0.46000000000000013,2.798408269882202,2.1232616551953645,5.977892080942789,,,
0.48000000000000015,3.036701202392578,2.1577037216225943,6.189064184824625,,,
0.5000000000000001,3.153341770172119,2.1612075117246143,6.404314835866293,,,
0.5200000000000001,3.3179123401641846,2.3083705015224445,6.672511895497641,,,
0.5400000000000001,3.7504773139953613,2.2316997456065044,6.9430724779764805,,,
0.5600000000000002,3.9501237869262695,1.2624839914442203,7.212554613749186,,,
0.5800000000000002,2.0937254428863525,1.3164461645282703,7.47023344039917,,,
0.6000000000000002,0.3010420501232147,1.3648555506298452,7.684158484141031,,,
0.6200000000000002,0.1759588122367859,2.5710520103254844,7.8972601890563965,,,
0.6400000000000002,0.6628885269165039,2.5567976462486843,8.178592522939047,,,
0.6600000000000003,0.9440034627914429,2.4986042864518243,8.431170781453451,,,
0.6800000000000003,1.1590065956115723,2.5126178159258044,8.643521467844645,,,
0.7000000000000003,1.3920881748199463,2.571826704025314,8.999256292978922,,,
0.7200000000000003,1.7331498861312866,2.5685854943141844,9.236909548441568,,,
0.7400000000000003,2.054401397705078,2.6153373077204742,9.49789047241211,,,
0.7600000000000003,2.2715532779693604,2.5686925923204043,9.783214728037516,,,
0.7800000000000004,2.625248670578003,2.6162734638966945,9.979856808980307,,,
0.7800000000000004,2.754354953765869,2.4404457199158744,10.0,,,
0.8000000000000004,2.660914897918701,2.5163879919316345,10.0,,,
0.8200000000000004,2.7079687118530273,2.5046561392703945,10.0,,,
0.8400000000000004,2.7467164993286133,2.4458566156312243,10.0,,,
0.8600000000000004,2.793666362762451,2.5844729670746944,10.0,,,
0.8800000000000004,2.8010623455047607,2.564512508209554,10.0,,,
0.9000000000000005,2.722761869430542,2.458187564753654,10.0,,,
0.9200000000000005,2.7351911067962646,2.5462971488366444,10.0,,,
0.9400000000000005,2.7127392292022705,2.4962247535927844,10.0,,,
0.9600000000000005,2.811267852783203,2.4136260958502342,10.0,,,
0.9800000000000005,2.727836847305298,2.485974332743494,10.0,,,
1.0000000000000004,2.749267339706421,2.480373161382574,10.0,,,
1.0200000000000005,2.7747836112976074,2.5568808238880343,10.0,,,
1.0400000000000005,2.748584032058716,2.562997914070804,10.0,,,
1.0600000000000005,2.6905784606933594,2.5031964532465145,10.0,,,
1.0800000000000005,2.7057430744171143,2.460461630540584,10.0,,,
1.1000000000000005,2.7262961864471436,2.4082962031954245,10.0,,,
1.1200000000000006,2.7651255130767822,2.455943399425314,10.0,,,
1.1400000000000006,2.7330310344696045,2.4430242267357145,10.0,,,
1.1600000000000006,2.772357702255249,2.5283769885367344,10.0,,,
1.1800000000000006,2.7217037677764893,2.5179558632511343,10.0,,,
1.2000000000000006,2.7405877113342285,2.5474708777474744,10.0,,,
1.2200000000000006,2.7202837467193604,2.5723594758329145,10.0,,,
1.2400000000000007,2.7029733657836914,2.4678644404427144,10.0,,,
1.2600000000000007,2.7575340270996094,2.557566359856794,10.0,,,
1.2800000000000007,2.7646660804748535,2.5594163827764445,10.0,,,
1.3000000000000007,2.6945176124572754,2.5202250362357543,10.0,,,
1.3200000000000007,2.810840606689453,2.4398792421367745,10.0,,,
1.3400000000000007,2.7459464073181152,2.4505270672629442,10.0,,,
1.3600000000000008,2.7816386222839355,2.5265824173766442,10.0,,,
1.3800000000000008,2.684560775756836,2.5232313914357842,10.0,,,
1.4000000000000008,2.7796390056610107,2.503861330716614,10.0,,,
1.4200000000000008,2.7743637561798096,2.4976023492667143,10.0,,,
1.4400000000000008,2.755032539367676,2.4858579927773445,10.0,,,
