Time(s),Velocity(rad/s)
0.01,0.0
0.02,0.0
0.03,0.0
0.04,0.0
0.05,0.0
0.060000000000000005,0.0
0.07,0.0
0.08,0.002530541969463229
0.09,0.002530541969463229
0.09999999999999999,-0.002530541969463229
0.10999999999999999,0.0
0.11999999999999998,0.0
0.12999999999999998,0.0
0.13999999999999999,-0.0025313603691756725
0.15,0.0
0.16,0.0
0.17,0.0
0.18000000000000002,0.0
0.19000000000000003,0.0025313596706837416
0.20000000000000004,0.0
0.21000000000000005,0.0
0.22000000000000006,0.002531362697482109
0.23000000000000007,0.0
0.24000000000000007,0.0025313596706837416
0.25000000000000006,-0.0025313596706837416
0.26000000000000006,0.0
0.2700000000000001,0.010125438682734966
0.2800000000000001,0.002531353384256363
0.2900000000000001,0.01265684049576521
0.3000000000000001,0.03290766850113869
0.3100000000000001,0.02531368099153042
0.3200000000000001,0.03797052055597305
0.3300000000000001,0.03797052055597305
0.34000000000000014,0.02531328797340393
0.35000000000000014,0.02531328797340393
0.36000000000000015,0.03797032684087753
0.37000000000000016,0.03797032684087753
0.38000000000000017,0.11643011122941971
0.3900000000000002,0.11643011122941971
0.4000000000000002,0.19491466879844666
0.4100000000000002,0.22529378533363342
0.4200000000000002,0.2582034170627594
0.4300000000000002,0.2860519587993622
0.4400000000000002,0.32401007413864136
0.45000000000000023,0.31641846895217896
0.46000000000000024,0.3594565689563751
0.47000000000000025,0.3999452590942383
0.48000000000000026,0.3999452590942383
0.49000000000000027,0.45564237236976624
0.5000000000000002,0.46070343255996704
0.5100000000000002,0.4961625039577484
0.5200000000000002,0.4961625039577484
0.5300000000000002,0.4961625039577484
0.5400000000000003,0.5037415027618408
0.5500000000000003,0.5822135210037231
0.5600000000000003,0.5822135210037231
0.5700000000000003,0.5695481896400452
0.5800000000000003,0.561956524848938
0.5900000000000003,0.5796829462051392
0.6000000000000003,0.6024452447891235
0.6100000000000003,0.6151357293128967
0.6200000000000003,0.6151357293128967
0.6300000000000003,0.6581675410270691
0.6400000000000003,0.6657465696334839
0.6500000000000004,0.6404159665107727
0.6600000000000004,0.7011741399765015
0.6700000000000004,0.7011741399765015
0.6800000000000004,0.6860160231590271
0.6900000000000004,0.6632286310195923
0.7000000000000004,0.6632286310195923
0.7100000000000004,0.6961130499839783
0.7200000000000004,0.7442562580108643
0.7300000000000004,0.6961130499839783
0.7400000000000004,0.7188752889633179
0.7500000000000004,0.6910771131515503
0.7600000000000005,0.7391197085380554
0.7700000000000005,0.7492921948432922
0.7800000000000005,0.7467238903045654
0.7900000000000005,0.761932373046875
0.8000000000000005,0.7922987937927246
0.8100000000000005,0.8024210333824158
0.8200000000000005,0.8024210333824158
0.8300000000000005,0.7644503116607666
0.8400000000000005,0.7492921948432922
0.8500000000000005,0.810075581073761
0.8600000000000005,0.8278019428253174
0.8700000000000006,0.7973850965499878
0.8800000000000006,0.8960888385772705
0.8900000000000006,0.8075072169303894
0.9000000000000006,0.8403917551040649
0.9100000000000006,0.8176294565200806
0.9200000000000006,0.7922987937927246
0.9300000000000006,0.7922987937927246
0.9400000000000006,0.8378737568855286
0.9500000000000006,0.8859162926673889
0.9600000000000006,0.8455283045768738
0.9700000000000006,0.8708086013793945
0.9800000000000006,0.8556001782417297
0.9900000000000007,0.8353557586669922
1.0000000000000007,0.8353557586669922
1.0100000000000007,0.8429096341133118
1.0200000000000007,0.8429096341133118
1.0300000000000007,0.8656718730926514
1.0400000000000007,0.8682906031608582
1.0500000000000007,0.8910529017448425
1.0600000000000007,0.8454276323318481
1.0700000000000007,0.8733265995979309
1.0800000000000007,0.850564181804657
1.0900000000000007,0.9189518690109253
1.1000000000000008,0.9644764065742493
1.1100000000000008,0.8682906031608582
1.1200000000000008,0.8884342908859253
1.1300000000000008,0.8884342908859253
1.1400000000000008,0.8960888385772705
1.1500000000000008,0.0
1.1600000000000008,0.0
1.1700000000000008,0.8808804750442505
1.1800000000000008,0.8986067771911621
1.1900000000000008,0.8657727241516113
1.2000000000000008,0.9390954375267029
