Torque(Nm),Brake_Velocity(rad/s),All_exp_Velocity(rad/s)
1.4815284828496302,1.9176723957061768,0.0
1.1531246787768201,1.9080034494400024,0.002530541969463229
2.32178464640354,1.8757736682891846,0.002530541969463229
2.3603991859158002,1.856435775756836,0.0025313603691756725
4.6249136790819,1.830651879310608,0.0
4.9225444748188005,1.8177601099014282,0.0
6.074813554691291,1.7919763326644897,0.0
8.599481608797841,1.675948977470398,0.0
9.69181929676237,1.6501652002334595,0.0
11.85466244511854,1.6243813037872314,0.0
13.99767397840384,1.4954620599746704,0.0
17.88742300541584,1.4696784019470215,0.0
16.900459426324037,1.3665430545806885,0.0
18.548151379149537,1.34075927734375,0.0
20.37599848778094,1.3149752616882324,0.0
21.11468007528184,1.2634077072143555,0.0
23.92183896382954,1.1344884634017944,0.0
23.00123754982134,1.0829209089279175,0.0
24.57441266703884,1.005569338798523,0.0
25.880131987683537,0.9024341106414795,0.0
27.08469968785304,0.850866436958313,0.0
28.777952328543638,0.7477310299873352,0.0
30.25828434726104,0.5414604544639587,0.0
31.770651717311537,0.41254130005836487,0.0
32.69088888936964,0.3351898193359375,-0.0025313603691756725
34.779527254176436,0.20627065002918243,0.0
35.04176460525824,0.10313532501459122,0.0
36.64294721021444,0.0,0.0
,,-0.0025313603691756725
,,0.0
,,0.0
,,0.0
,,0.00253136083483696
,,0.0
,,-0.00253136083483696
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,-0.002531362697482109
,,0.0
,,0.0025313596706837416
,,0.0025313596706837416
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,-0.002531365491449833
,,0.005062719341367483
,,0.01771954819560051
,,0.01265684049576521
,,0.0126567417755723
,,0.0126567417755723
,,0.005062657408416271
,,0.005062657408416271
,,0.015188169665634632
,,0.022782156243920326
,,0.022782351821660995
,,0.03290727734565735
,,0.04556431248784065
,,0.04303337633609772
,,0.07847198098897934
,,0.10125472396612167
,,0.11644191294908524
,,0.11644426733255386
,,0.1417575627565384
,,0.14935076236724854
,,0.14935076236724854
,,0.17719459533691406
,,0.19744837284088135
,,0.21010422706604004
,,0.21010108292102814
,,0.24048331379890442
,,0.2632645070552826
,,0.270856112241745
,,0.2835151255130768
,,0.31135737895965576
,,0.35185864567756653
,,0.35185864567756653
,,0.3797008693218231
,,0.3797008693218231
,,0.4227389991283417
,,0.4227389991283417
,,0.43539172410964966
,,0.47336241602897644
,,0.47336241602897644
,,0.544242799282074
,,0.544242799282074
,,0.50627201795578
,,0.5164068341255188
,,0.52650386095047
,,0.5391942858695984
,,0.5391942858695984
,,0.5391942858695984
,,0.5391942858695984
,,0.561956524848938
,,0.5923482179641724
,,0.561956524848938
,,0.6125925779342651
,,0.6733506917953491
,,0.6050134897232056
,,0.6125925779342651
,,0.6100494265556335
,,0.6328620910644531
,,0.6480201482772827
,,0.5948410630226135
,,0.6176033020019531
,,0.6176033020019531
,,0.6176033020019531
,,0.6657465696334839
,,0.6935951113700867
,,0.6429339051246643
,,0.6657465696334839
,,0.6733506917953491
,,0.6708328127861023
,,0.6708328127861023
,,0.6657968759536743
,,0.6885088682174683
,,0.6784370541572571
,,0.7062352299690247
,,0.7011992931365967
,,0.6961634159088135
,,0.7062352299690247
,,0.7113214731216431
,,0.7265299558639526
,,0.6809550523757935
,,0.7416879534721375
,,0.7416879534721375
,,0.7164077162742615
,,0.7164077162742615
,,0.7164077162742615
,,0.7163069844245911
,,0.7391700148582458
,,0.7467238903045654
,,0.736652135848999
,,0.7189257144927979
,,0.7315154075622559
