Time(s),MotorTorque(Nm),FutekTorque(Nm),DesiredTorque(Nm),MotorCurrent(A),TorqueforKtau(Nm),FutekforKtau(Nm)
0.0,-0.30742576718330383,1.9659694283886808,0.0,-0.011166096887224905,-0.0009591677226126194,0.031115625628775796
0.01,-0.04824322834610939,2.017816279938681,0.0,1.7640090030341542,0.15152837336063385,0.10263776042011519
0.02,0.0848517119884491,2.0420144492530508,0.0,1.7715039922139142,0.15217219293117523,0.10168213496802658
0.03,-0.05292817950248718,1.990550867217701,0.0,3.4915072121359274,0.2999204695224762,0.2838025323924459
0.04,0.05705362930893898,1.987059580943821,0.0,5.2464473233650395,0.4506698250770569,0.4356761270798897
0.05,-0.0028525260277092457,2.029510077470801,0.0,6.9880048387680676,0.600269615650177,0.6431519944661741
0.060000000000000005,-0.033717308193445206,1.9821482947092708,0.0,7.011635062025645,0.6022994518280029,0.6449318277581803
0.07,0.08727165311574936,1.9507642297287209,0.0,8.73887427888455,0.7506693005561829,0.850603949980035
0.08,0.06464268267154694,2.0314884005400407,0.0,10.504868310877274,0.9023681879043579,0.9609182262121007
0.09,-0.057564496994018555,1.9541788620996807,0.0,12.291904378409157,1.0558745861053467,1.104342987624782
0.09999999999999999,0.2204328328371048,2.029277397538501,0.0,14.00783120267466,1.2032727003097534,1.2993816063605694
0.10999999999999999,0.11314027011394501,2.0241823593948007,0.0,,,
0.11999999999999998,0.03828892856836319,2.0333242886974507,0.0,,,
0.12999999999999998,-0.04099653288722038,1.9225664663444406,0.0,,,
0.13999999999999999,0.07464101165533066,2.019584212508391,0.0,,,
0.15,-0.007360495161265135,1.943489176331481,0.0,,,
0.16,-0.028176546096801758,1.9722664649676909,0.0,,,
0.17,-0.01687924936413765,2.047484602240881,0.0,,,
0.18000000000000002,-0.04273950681090355,1.9408052024395208,0.0,,,
0.19000000000000003,0.05127032473683357,2.002776892912721,0.0,,,
0.20000000000000004,0.11831395328044891,2.018496923105131,0.0,,,
0.21000000000000005,-0.11020400375127792,2.0017320077961807,0.0,,,
0.22000000000000006,-0.042138367891311646,2.002592597358861,0.0,,,
0.23000000000000007,0.2950177490711212,1.9574749799256708,0.0,,,
0.24000000000000007,0.045469172298908234,2.0328241355719507,0.0,,,
0.25000000000000006,-0.11908203363418579,1.9887546651235106,0.0,,,
0.26000000000000006,0.05716583505272865,1.977369114137221,0.0,,,
0.2700000000000001,-0.11072450131177902,1.9665739612969007,0.0,,,
0.2800000000000001,0.058600567281246185,2.036520375898351,0.0,,,
0.2900000000000001,-0.07636594772338867,1.976585722122171,0.0,,,
0.3000000000000001,0.027602843940258026,1.974150737503551,0.0,,,
0.3100000000000001,-0.0482417494058609,2.000308745967311,0.0,,,
0.3200000000000001,-0.0922350063920021,1.988189274633811,0.0,,,
0.3300000000000001,0.0863155946135521,1.9580572234011209,0.0,,,
0.34000000000000014,0.035449765622615814,2.005901219013001,0.0,,,
0.35000000000000014,0.07577548176050186,1.928401948571771,0.0,,,
