Time(s),MotorTorque(Nm),FutekTorque(Nm),MotorCurrent(A),TorqueforKtau(Nm),FutekforKtau(Nm)
0.0,0.04302055016160011,1.0813473775492113,0.004297470812388747,0.0003584090657532215,0.03554747907471044
0.0,0.00234316592104733,1.1990372134927374,1.6251390900829141,0.13553660011291505,0.13918929889896056
0.01,0.017550460994243622,1.1891928952355744,3.370395998874728,0.28109102630615235,0.3024817725072643
0.02,0.019646089524030685,1.2479092412354014,5.041930063737096,0.4204969673156738,0.44863601216458954
0.03,-0.057738836854696274,1.2261226798174714,7.063605493778805,0.5891046981811524,0.6030607121441144
0.04,-0.06292448192834854,1.1960150925963613,8.752103572269137,0.7299254379272461,0.7466131530679979
0.05,0.010966978967189789,1.2338582002770013,10.509757629687266,0.876513786315918,0.8922366758946959
0.060000000000000005,-0.025585440918803215,1.1974013865855242,10.470049741456835,0.8732021484375,0.8926730160051204
0.07,0.07193967700004578,1.3039437879220714,,,
0.08,0.0028916134033352137,1.1444987770249564,,,
0.09,-0.00014340768393594772,1.2467132228918114,,,
0.09999999999999999,0.003673049621284008,1.1524457752734212,,,
0.10999999999999999,-0.01802995800971985,1.1367937006687183,,,
0.11999999999999998,-0.0974525585770607,1.1397560206479143,,,
0.12999999999999998,-0.01459965854883194,1.2277672050399113,,,
0.13999999999999999,0.00937332957983017,1.2925555187122715,,,
0.15,0.07218856364488602,1.1506109744054123,,,
0.16,-0.022772619500756264,1.2106059727434784,,,
0.17,-0.005009676795452833,1.2742466524506915,,,
0.18000000000000002,0.03212108090519905,1.1470832639365183,,,
0.19000000000000003,-0.028208760544657707,1.3209381212951112,,,
0.20000000000000004,0.0138639435172081,1.315384247023231,,,
0.21000000000000005,0.03038843348622322,1.2321272355470114,,,
0.22000000000000006,-0.005370856262743473,1.1250993594918994,,,
0.23000000000000007,0.030022408813238144,1.2767425252758913,,,
0.24000000000000007,0.07786606252193451,1.1399348797547513,,,
0.25000000000000006,0.02221742831170559,1.1900812106780423,,,
0.26000000000000006,-0.0460207462310791,1.0756374772479642,,,
0.2700000000000001,-0.029162496328353882,1.1403692518713553,,,
0.2800000000000001,-0.0342988483607769,1.1683343353233353,,,
0.2900000000000001,0.026125025004148483,1.2782364609159713,,,
0.3000000000000001,-0.07585685700178146,1.3355790167547714,,,
0.3100000000000001,0.04357214644551277,1.225237082598511,,,
0.3200000000000001,0.0492313914000988,1.2411789198291912,,,
0.3300000000000001,-0.012058152817189693,1.3157365287898912,,,
0.34000000000000014,0.06765404343605042,1.0543396524168063,,,
0.35000000000000014,0.04827968031167984,1.1168517257234323,,,
0.36000000000000015,0.0016405018977820873,1.2031509729499912,,,
0.37000000000000016,-0.01074012741446495,1.2646045700225415,,,
0.38000000000000017,0.012800323776900768,1.2695528240968015,,,
0.3900000000000002,-0.019198153167963028,1.1455257218663402,,,
0.4000000000000002,0.0005338636110536754,1.2397888203271115,,,
0.4100000000000002,-0.007272863294929266,1.1728117930859812,,,
0.4200000000000002,-0.012224232777953148,1.1449152088664074,,,
0.4300000000000002,-0.012371271848678589,1.0951450800766462,,,
0.4400000000000002,0.020289994776248932,1.1217374606570043,,,
0.45000000000000023,0.03612503036856651,1.2809900213297412,,,
0.46000000000000024,-0.03349200263619423,1.2660289191408114,,,
0.47000000000000025,-0.054741546511650085,1.2184790353125212,,,
0.48000000000000026,-0.004806689918041229,1.1657340827154272,,,
