Time(s),Velocity(rad/s)
0.01,0.0
0.02,0.005062720738351345
0.03,0.0
0.04,0.0
0.05,-0.0025313596706837416
0.060000000000000005,0.002531365491449833
0.07,0.005062719341367483
0.08,0.012656792998313904
0.09,0.0025313780643045902
0.09999999999999999,0.022782351821660995
0.10999999999999999,0.02531368099153042
0.11999999999999998,0.07087799906730652
0.12999999999999998,0.06834666430950165
0.13999999999999999,0.0860663577914238
0.15,0.1189732477068901
0.16,0.16706927120685577
0.17,0.20503997802734375
0.18000000000000002,0.23035329580307007
0.19000000000000003,0.23288540542125702
0.20000000000000004,0.2733897864818573
0.21000000000000005,0.31135737895965576
0.22000000000000006,0.34426385164260864
0.23000000000000007,0.33666908740997314
0.24000000000000007,0.3771766424179077
0.25000000000000006,0.3948967456817627
0.26000000000000006,0.43539801239967346
0.2700000000000001,0.44803816080093384
0.2800000000000001,0.46070972084999084
0.2900000000000001,0.4885457158088684
0.3000000000000001,0.46830132603645325
0.3100000000000001,0.5163941979408264
0.3200000000000001,0.5138636827468872
0.3300000000000001,0.5189247727394104
0.34000000000000014,0.5720913410186768
0.35000000000000014,0.554377555847168
0.36000000000000015,0.5771398544311523
0.37000000000000016,0.5518344044685364
0.38000000000000017,0.574621856212616
0.3900000000000002,0.6125925779342651
0.4000000000000002,0.6252327561378479
0.4100000000000002,0.6429842710494995
0.4200000000000002,0.6404159665107727
0.4300000000000002,0.6378980875015259
0.4400000000000002,0.6302937865257263
0.45000000000000023,0.6530812382698059
0.46000000000000024,0.6632034778594971
0.47000000000000025,0.6606603264808655
0.48000000000000026,0.6632034778594971
0.49000000000000027,0.6783866286277771
0.5000000000000002,0.0
0.5100000000000002,0.7011992931365967
0.5200000000000002,0.7087531685829163
0.5300000000000002,0.7011992931365967
0.5400000000000003,0.6986813545227051
0.5500000000000003,0.7315154075622559
0.5600000000000003,0.7315658926963806
0.5700000000000003,0.7340837717056274
0.5800000000000003,0.7088035345077515
0.5900000000000003,0.7290478944778442
0.6000000000000003,0.7442059516906738
0.6100000000000003,0.7416879534721375
0.6200000000000003,0.7594143748283386
0.6300000000000003,0.7416879534721375
0.6400000000000003,0.7594143748283386
0.6500000000000004,0.7821766138076782
0.6600000000000004,0.761932373046875
0.6700000000000004,0.7644503116607666
0.6800000000000004,0.7694862484931946
0.6900000000000004,0.784744918346405
0.7000000000000004,0.8049893379211426
0.7100000000000004,0.7694862484931946
0.7200000000000004,0.7568460702896118
0.7300000000000004,0.7948671579360962
0.7400000000000004,0.8049389719963074
0.7500000000000004,0.8960888385772705
0.7600000000000005,0.807456910610199
0.7700000000000005,0.807456910610199
0.7800000000000005,0.807456910610199
0.7900000000000005,0.807456910610199
0.8000000000000005,0.8125935196876526
0.8100000000000005,0.8202480673789978
0.8200000000000005,0.8429096341133118
0.8300000000000005,0.756896436214447
0.8400000000000005,0.8226653933525085
0.8500000000000005,0.8226653933525085
0.8600000000000005,0.8454276323318481
0.8700000000000006,0.8606360554695129
0.8800000000000006,0.812492847442627
0.8900000000000006,0.8378737568855286
0.9000000000000006,0.850564181804657
0.9100000000000006,0.8353557586669922
0.9200000000000006,0.8252840638160706
0.9300000000000006,0.8556001782417297
0.9400000000000006,0.8681898713111877
0.9500000000000006,0.8252840638160706
0.9600000000000006,0.8455283045768738
0.9700000000000006,0.8455283045768738
0.9800000000000006,0.8708086013793945
0.9900000000000007,0.875844419002533
1.0000000000000007,0.8454276323318481
1.0100000000000007,0.8631540536880493
1.0200000000000007,0.875844419002533
1.0300000000000007,0.850564181804657
1.0400000000000007,0.7923491597175598
1.0500000000000007,0.8859162926673889
1.0600000000000007,0.8530821800231934
1.0700000000000007,0.8607367277145386
1.0800000000000007,0.8682906031608582
1.0900000000000007,0.8656718730926514
1.1000000000000008,0.8530821800231934
1.1100000000000008,0.8733265995979309
1.1200000000000008,0.9213690161705017
1.1300000000000008,0.8733265995979309
1.1400000000000008,0.9038441777229309
