Torque(Nm),Brake_Velocity(rad/s),All_exp_Velocity(rad/s)
-0.66653449914722,2.3334367275238037,0.0
0.19046700850638,2.223855495452881,0.0
0.82038323148574,2.217409372329712,0.0025313603691756725
-0.23338014667444007,2.204517364501953,0.0
0.12274573166871017,2.1271660327911377,0.0
6.7087294695966095,2.062706470489502,0.0
9.553380271347638,1.985355019569397,0.0
9.68033924945404,1.93378746509552,0.0
11.84200105787354,1.9080034494400024,0.0
13.26996378248264,1.856435775756836,0.0025313603691756725
14.940190351835637,1.727516531944275,0.0
18.828294853625138,1.6243813037872314,0.0
21.46362396132774,1.5985974073410034,0.0025313603691756725
24.68084426271224,1.4954620599746704,0.0
22.87431020096374,1.392326831817627,0.0
27.54353102108474,1.34075927734375,0.0
27.61188999315744,1.1860562562942505,0.0
30.11826222847524,1.0829209089279175,0.0
31.119966733651736,0.928217887878418,0.0
32.192627745285336,0.8766502737998962,0.0
34.01155799352055,0.7219472527503967,0.0
35.46937931607744,0.6188119649887085,0.0
37.245661724759046,0.5672442317008972,0.0
38.25019535696284,0.464108943939209,0.0
39.74276427426924,0.30940598249435425,0.0
41.87087178805935,0.20627065002918243,0.0
42.50199598956574,0.10313532501459122,-0.0025313596706837416
44.510307044193446,0.0,0.0025313596706837416
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.002531365491449833
,,0.0
,,0.002531365491449833
,,0.002531353384256363
,,0.002531353384256363
,,0.002531353384256363
,,0.002531353384256363
,,0.0025313780643045902
,,0.0075940354727208614
,,0.005062706768512726
,,0.005062706768512726
,,0.0025313780643045902
,,0.0
,,0.0050627561286091805
,,0.0025312304496765137
,,0.0
,,0.0025313287042081356
,,0.0025313287042081356
,,0.005062853917479515
,,0.022782156243920326
,,0.027844814583659172
,,0.06834666430950165
,,0.05315908417105675
,,0.08353541791439056
,,0.08353463560342789
,,0.0911286249756813
,,0.10378684848546982
,,0.09112940728664398
,,0.1341627836227417
,,0.11644112318754196
,,0.14935076236724854
,,0.16200819611549377
,,0.18225568532943726
,,0.21010108292102814
,,0.21009793877601624
,,0.19744208455085754
,,0.24553810060024261
,,0.260733962059021
,,0.30629000067710876
,,0.293643593788147
,,0.34173017740249634
,,0.34426072239875793
,,0.35439544916152954
,,0.3822377324104309
,,0.4202084541320801
,,0.4100863039493561
,,0.45563602447509766
,,0.45563602447509766
,,0.4834972023963928
,,0.508802592754364
,,0.5037415027618408
,,0.49361932277679443
,,0.49361932277679443
,,0.5493164658546448
,,0.5366511344909668
,,0.5771650075912476
,,0.5771650075912476
,,0.5720787644386292
,,0.567017674446106
,,0.574596643447876
,,0.6227399110794067
,,0.6302937865257263
,,0.6885340213775635
,,0.6353800296783447
,,0.6556243896484375
,,0.6809297800064087
,,0.6682645082473755
,,0.6834729909896851
,,0.6784370541572571
,,0.6859908699989319
,,0.7214436531066895
,,0.7518101334571838
,,0.716357409954071
,,0.7416879534721375
,,0.7721048593521118
,,0.756896436214447
,,0.7416879534721375
,,0.7594143748283386
,,0.8327874541282654
,,0.7543281316757202
,,0.7492921948432922
,,0.7670186161994934
,,0.769536554813385
,,0.815111517906189
,,0.8049893379211426
,,0.8049893379211426
,,0.7821766138076782
,,0.827751636505127
,,0.8378737568855286
,,0.8227660655975342
,,0.8303199410438538
,,0.8278019428253174
