Time(s),MotorTorque(Nm),FutekTorque(Nm),MotorCurrent(A),TorqueforKtau(Nm),FutekforKtau(Nm)
0.0,0.0,1.7396027876455296,-0.0003009647059731882,-2.124810824170709e-05,0.016944286311633697
0.0,-0.014001487754285336,1.8104418668470597,3.0085250270940764,0.2124018669128418,0.14819728014896902
0.01,-0.0043485574424266815,1.8301044084157096,2.99941135871174,0.21175844192504883,0.149045132116294
0.02,-0.029416974633932114,1.7560806585520097,5.712455663059656,0.40329936981201175,0.30844493895647196
0.03,-0.014178856275975704,1.7515602528579397,7.018831161196442,0.49552947998046876,0.38944957063291397
0.04,-0.020713500678539276,1.7079512494717797,8.761421073935187,0.6185563278198243,0.509525050001932
0.05,0.011461078189313412,1.7783162704934896,10.243262920433672,0.7231743621826172,0.580983286154153
0.060000000000000005,-0.0244430098682642,1.6080043456554396,11.760521475383985,0.8302928161621094,0.624172073931738
0.07,-0.004981527104973793,1.6316360371906997,13.003950686360216,0.9180789184570313,0.7139246936506901
0.08,-0.011982783675193787,1.7297769533082197,14.456625227887638,1.0206377410888672,0.79148358560635
0.09,0.013617454096674919,1.6230589547330496,15.587671079986832,1.1004895782470703,0.879290316098961
0.09999999999999999,0.019113607704639435,1.6473707457900497,17.364265290603424,1.2259171295166016,0.9777971485922551
0.10999999999999999,-0.022440986707806587,1.5798457246896696,,,
0.11999999999999998,0.006464378442615271,1.6270585488029596,,,
0.12999999999999998,0.024368034675717354,1.6904953617470597,,,
0.13999999999999999,0.013036815449595451,1.6273173236809297,,,
0.15,0.04286230355501175,1.5498006566092497,,,
0.16,0.019859982654452324,1.6042488480565595,,,
0.17,0.025354279205203056,1.7145250012039197,,,
0.18000000000000002,0.03493208810687065,1.6113531970174897,,,
0.19000000000000003,-0.0025462035555392504,1.6316577829787697,,,
0.20000000000000004,0.002569788135588169,1.6642960362859796,,,
0.21000000000000005,0.007693036925047636,1.6086974926500197,,,
0.22000000000000006,-0.013226265087723732,1.5694909240576795,,,
0.23000000000000007,0.006886086892336607,1.6363266036763897,,,
0.24000000000000007,0.006092064548283815,1.6315099116199197,,,
0.25000000000000006,0.009194236248731613,1.6481177136100997,,,
0.26000000000000006,0.00361205474473536,1.6626390072354096,,,
0.2700000000000001,-0.02802729792892933,1.7264308201696696,,,
0.2800000000000001,0.012272830121219158,1.6554422386751897,,,
0.2900000000000001,0.019703444093465805,1.6271988091359797,,,
0.3000000000000001,0.0260247141122818,1.6115369489266396,,,
0.3100000000000001,-0.02241997979581356,1.5502883059066097,,,
0.3200000000000001,-0.010244730859994888,1.6965754840901197,,,
0.3300000000000001,0.0245014950633049,1.6265888397807495,,,
0.34000000000000014,-0.009208062663674355,1.5422940105691096,,,
0.35000000000000014,-0.01376800425350666,1.5672396913482196,,,
0.36000000000000015,-0.0021248108241707087,1.6944286311633696,,,
0.37000000000000016,-0.033679474145174026,1.6689974756656996,,,
0.38000000000000017,0.03090047650039196,1.6195029747396696,,,
0.3900000000000002,0.006751461420208216,1.5673772334577296,,,
0.4000000000000002,0.004505669232457876,1.5698872410451696,,,
0.4100000000000002,-0.026626132428646088,1.6160725766723596,,,
0.4200000000000002,-0.0032568664755672216,1.5816604107037195,,,
0.4300000000000002,-0.0015174478758126497,1.6520623995651396,,,
0.4400000000000002,0.013863380998373032,1.5928100198895097,,,
0.45000000000000023,0.024508964270353317,1.5531408096560797,,,
0.46000000000000024,0.011781951412558556,1.6408584259091996,,,
0.47000000000000025,-0.00608214084059,1.6543098267616896,,,
0.48000000000000026,0.026098942384123802,1.6441007229097295,,,
0.49000000000000027,-0.03852393850684166,1.5836213371425096,,,
0.5000000000000002,0.01425923127681017,1.6016687103026097,,,
0.5100000000000002,0.028994474560022354,1.6642895125495596,,,
0.5200000000000002,-0.003919810988008976,1.6091063134656396,,,
0.5300000000000002,-0.0020954811479896307,1.4989791189665296,,,
0.5400000000000003,-0.027357053011655807,1.6979449250935297,,,
0.5500000000000003,-0.01829645037651062,1.5727093006913397,,,
0.5600000000000003,-0.030747121199965477,1.5514065830578696,,,
0.5700000000000003,0.014967108145356178,1.6124013440022396,,,
0.5800000000000003,-0.011812353506684303,1.6193985949569496,,,
0.5900000000000003,0.020584406331181526,1.6110721327067496,,,
0.6000000000000003,0.04482918605208397,1.5747947217668097,,,
0.6100000000000003,-0.023407431319355965,1.7359946177607897,,,
