Time(s),MotorTorque(Nm),FutekTorque(Nm),DesiredTorque(Nm),MotorCurrent(A),TorqueforKtau(Nm),FutekforKtau(Nm)
0.0,-0.20201683044433594,1.4694221187898835,0.0,-0.0014608182507427246,-0.00012548428773880005,0.024119722949618932
0.01,-0.16470244526863098,1.5811112045167932,0.0,0.8729457300117324,0.07498603820800781,0.11305096728550439
0.02,-0.07406281679868698,1.5064671560485334,0.0,2.6483466933298163,0.22749298095703124,0.22244574624595015
0.03,-0.10269797593355179,1.4365392253669431,0.0,4.433636382239523,0.380849365234375,0.4174358090833885
0.04,0.013276074081659317,1.5010312526769134,0.0,6.238870853872599,0.5359190063476562,0.5919242908654685
0.05,0.057838983833789825,1.4536199982475333,0.0,8.047886805151338,0.6913134765625,0.7382873183577453
0.060000000000000005,0.1579790860414505,1.5207035798501831,0.0,9.831491099525246,0.8445250854492188,0.9073422670591006
0.07,-0.06276718527078629,1.5145636565899534,0.0,11.591643398937718,0.99572216796875,1.1112289667098174
0.08,-0.02262710966169834,1.5643707532194235,0.0,13.428164960619178,1.1534793701171875,1.232354232696003
0.09,-0.05106554925441742,1.4894016052195833,0.0,,,
0.09999999999999999,-0.040920715779066086,1.5099502876518933,0.0,,,
0.10999999999999999,-0.08408452570438385,1.5258306930312835,0.0,,,
0.11999999999999998,-0.0721747875213623,1.5258388477018134,0.0,,,
0.12999999999999998,-0.007010660134255886,1.5035999738921233,0.0,,,
0.13999999999999999,0.07664082199335098,1.4693030606002333,0.0,,,
0.15,-0.026231998577713966,1.5250092458871132,0.0,,,
0.16,0.03123576007783413,1.5246460912264235,0.0,,,
0.17,0.0009164686198346317,1.5309839011580633,0.0,,,
0.18000000000000002,-0.12055591493844986,1.5645175372888631,0.0,,,
0.19000000000000003,-0.00508467061445117,1.5569635941596731,0.0,,,
0.20000000000000004,0.03841768205165863,1.4977737336247334,0.0,,,
0.21000000000000005,0.025978591293096542,1.4658780989799434,0.0,,,
0.22000000000000006,0.014535668306052685,1.4833388795069835,0.0,,,
0.23000000000000007,-0.09541183710098267,1.4457893399652133,0.0,,,
0.24000000000000007,0.012022921815514565,1.4667925093680934,0.0,,,
0.25000000000000006,0.04768466576933861,1.5123107929463835,0.0,,,
0.26000000000000006,-0.011750400066375732,1.5180505937062234,0.0,,,
0.2700000000000001,0.04091297835111618,1.5234658385791833,0.0,,,
0.2800000000000001,-0.12176354974508286,1.4942259083018734,0.0,,,
0.2900000000000001,0.010906567797064781,1.5340908306278935,0.0,,,
0.3000000000000001,0.04591772332787514,1.4741996684278331,0.0,,,
0.3100000000000001,-0.02303374744951725,1.4999178683279633,0.0,,,
0.3200000000000001,0.008125407621264458,1.4896690784127933,0.0,,,
0.3300000000000001,-0.23251977562904358,1.5060213673931933,0.0,,,
0.34000000000000014,0.2665270268917084,1.5970432561428334,0.0,,,
0.35000000000000014,-0.1732921451330185,1.4950881287986633,0.0,,,
0.36000000000000015,-0.06532458961009979,1.5604630351040831,0.0,,,
0.37000000000000016,-0.11513981968164444,1.4928129757223334,0.0,,,
0.38000000000000017,-0.07139448821544647,1.4536286965627632,0.0,,,
0.3900000000000002,0.0030131875537335873,1.5197685109633832,0.0,,,
0.4000000000000002,0.02014623023569584,1.5306729363887235,0.0,,,
0.4100000000000002,-0.007044351194053888,1.4183727940171833,0.0,,,
0.4200000000000002,-0.003135785460472107,1.5370841383550835,0.0,,,
0.4300000000000002,0.148686483502388,1.5518816034888134,0.0,,,
0.4400000000000002,0.038376208394765854,1.5338945748906032,0.0,,,
0.4400000000000002,-0.020121997222304344,1.5333721323323335,0.0,,,
0.45000000000000023,0.11619161814451218,1.4988485191998535,0.0,,,
0.46000000000000024,-0.04969794675707817,1.4934653493642935,0.0,,,
0.47000000000000025,0.07476777583360672,1.5282928598849832,0.0,,,
0.48000000000000026,-0.0665176659822464,1.5616128436480432,0.0,,,
0.49000000000000027,0.12252923846244812,1.5095322248763434,0.0,,,
0.5000000000000002,-0.16119948029518127,1.4587221037723532,0.0,,,
0.5100000000000002,0.007019080687314272,1.5145745294839834,0.0,,,
0.5200000000000002,0.018594447523355484,1.5395223848419035,0.0,,,
0.5300000000000002,0.03406145051121712,1.5283983269570935,0.0,,,
0.5400000000000003,-0.030116379261016846,1.5332585105896932,0.0,,,
0.5500000000000003,-0.0664379745721817,1.5003718116538334,0.0,,,
0.5600000000000003,-0.02201099507510662,1.4926607552058733,0.0,,,
0.5700000000000003,0.04581184312701225,1.4711596072563031,0.0,,,
0.5800000000000003,0.04077496379613876,1.4515780687482032,0.0,,,
0.5900000000000003,0.0160748902708292,1.4726535428963934,0.0,,,
0.6000000000000003,0.01003198605030775,1.5139379215383735,0.0,,,
0.6100000000000003,0.03951503708958626,1.5128457393327932,0.0,,,
0.6200000000000003,-0.06515222787857056,1.5022859846482834,0.0,,,
0.6300000000000003,-0.04576268419623375,1.5291980283131932,0.0,,,
0.6400000000000003,-0.06103954836726189,1.4847137569574134,0.0,,,
0.6500000000000004,0.02545609138906002,1.5473845745169132,0.0,,,
0.6600000000000004,0.0024755278136581182,1.6171657211290635,0.0,,,
0.6700000000000004,0.00914896558970213,1.4961368194281133,0.0,,,
0.6800000000000004,-0.01979926787316799,1.5385807922186734,0.0,,,
0.6900000000000004,-0.014577209018170834,1.4519792785380035,0.0,,,
0.7000000000000004,0.030929718166589737,1.4747965903102234,0.0,,,
0.7100000000000004,0.17092135548591614,1.5218354481189835,0.0,,,
0.7200000000000004,-0.025022253394126892,1.5288718414922133,0.0,,,
