Time(s),All Exp Velocity(rad/s),Torque(Nm),Brake Velocity(rad/s)
0.01,0.0,37.154666900634766,1.9982469081878662
0.02,0.0025313603691756725,36.976036071777344,2.049814462661743
0.03,0.0,53.927642822265625,2.0755982398986816
0.04,-0.01012544147670269,34.522552490234375,1.985355019569397
0.05,-0.0025313596706837416,36.87910842895508,2.0755982398986816
0.060000000000000005,-0.0025313596706837416,59.539852142333984,2.10138201713562
0.07,0.0,49.881187438964844,2.0755982398986816
0.08,0.0,41.44701385498047,2.0884902477264404
0.09,0.0,33.9943962097168,1.93378746509552
0.09999999999999999,0.0,39.7633171081543,2.0240306854248047
0.10999999999999999,0.0,54.14191436767578,1.8693276643753052
0.11999999999999998,0.005062719341367483,40.687137603759766,1.959571123123169
0.12999999999999998,0.005062719341367483,47.36491394042969,1.804868221282959
0.13999999999999999,0.002531353384256363,50.89553451538086,1.8822195529937744
0.15,0.002531353384256363,55.671878814697266,1.779084324836731
0.16,0.002531353384256363,41.79541778564453,1.804868221282959
0.17,0.002531353384256363,32.348445892333984,1.6243813037872314
0.18000000000000002,0.025313585996627808,35.50123596191406,1.675948977470398
0.19000000000000003,0.025313585996627808,38.02204895019531,1.4954620599746704
0.20000000000000004,0.027844814583659172,48.51034164428711,1.547029733657837
0.21000000000000005,0.04303298145532608,33.64778518676758,1.392326831817627
0.22000000000000006,0.04303298145532608,55.26770782470703,1.3665430545806885
0.23000000000000007,0.08606596291065216,49.705955505371094,1.237623929977417
0.24000000000000007,0.10631737858057022,56.7341194152832,1.108704686164856
0.25000000000000006,0.11391059309244156,40.23704528808594,0.928217887878418
0.26000000000000006,0.13922543823719025,35.717445373535156,0.7992987036705017
0.2700000000000001,0.13922543823719025,36.542724609375,0.6961634159088135
0.2800000000000001,0.15947608649730682,49.404258728027344,0.4383251368999481
0.2900000000000001,0.15947608649730682,46.967857360839844,0.2320544719696045
0.3000000000000001,0.18985043466091156,44.8641242980957,0.0
0.3100000000000001,0.19997575879096985,,
0.3200000000000001,0.23288853466510773,,
0.3300000000000001,0.23288853466510773,,
0.34000000000000014,0.2708498239517212,,
0.35000000000000014,0.30881425738334656,,
0.36000000000000015,0.34172385931015015,,
0.37000000000000016,0.35439544916152954,,
0.38000000000000017,0.3822377324104309,,
0.3900000000000002,0.3822377324104309,,
0.4000000000000002,0.4227263927459717,,
0.4100000000000002,0.43540430068969727,,
0.4200000000000002,0.46070972084999084,,
0.4300000000000002,0.4961499273777008,,
0.4400000000000002,0.508802592754364,,
0.45000000000000023,0.5239858627319336,,
0.46000000000000024,0.5239858627319336,,
0.47000000000000025,0.5493038296699524,,
0.48000000000000026,0.5822260975837708,,
0.49000000000000027,0.5493164658546448,,
0.5000000000000002,0.5974093079566956,,
0.5100000000000002,0.5974093079566956,,
0.5200000000000002,0.6024704575538635,,
0.5300000000000002,0.6075315475463867,,
0.5400000000000003,0.5923230648040771,,
0.5500000000000003,0.5923482179641724,,
0.5600000000000003,0.6556243896484375,,
0.5700000000000003,0.6404411196708679,,
0.5800000000000003,0.6404411196708679,,
0.5900000000000003,0.6277758479118347,,
0.6000000000000003,0.6455022096633911,,
0.6100000000000003,0.6682645082473755,,
0.6200000000000003,0.6581675410270691,,
0.6300000000000003,0.6859908699989319,,
0.6400000000000003,0.6859908699989319,,
0.6500000000000004,0.6859908699989319,,
0.6600000000000004,0.7037172913551331,,
0.6700000000000004,0.7037172913551331,,
0.6800000000000004,0.6961130499839783,,
0.6900000000000004,0.7138394713401794,,
0.7000000000000004,0.7138394713401794,,
0.7100000000000004,0.8024713397026062,,
0.7200000000000004,0.7315658926963806,,
0.7300000000000004,0.7214436531066895,,
0.7400000000000004,0.724012017250061,,
0.7500000000000004,0.7670186161994934,,
0.7600000000000005,0.7239615321159363,,
0.7700000000000005,0.7670186161994934,,
0.7800000000000005,0.7670186161994934,,
0.7900000000000005,0.7340837717056274,,
0.8000000000000005,0.7340837717056274,,
0.8100000000000005,0.850564181804657,,
