Torque(Nm),Brake_Velocity(rad/s),All_exp_Velocity(rad/s)
0.27149996950821986,2.1787338256835938,0.0
1.83813341003097,2.1400580406188965,0.0
3.6743428614628604,2.114274024963379,0.0
7.8326115977286594,1.985355019569397,0.0
12.20724657608659,1.959571123123169,0.0
13.485533041442292,1.9080034494400024,0.0
15.21789656925769,1.8822195529937744,0.0
16.48283003345179,1.727516531944275,0.0
19.63732134729379,1.6243813037872314,0.0
22.00757038576979,1.5728137493133545,0.0
22.27278962803999,1.4696784019470215,0.0
22.13916121673399,1.3665430545806885,0.0
26.52161924234849,1.34075927734375,0.0
26.67252196404889,1.1860562562942505,0.0
27.39416518295589,1.0829209089279175,0.0
28.36553866293889,0.9797855615615845,0.0
29.73898795873649,0.8766502737998962,0.0
31.47430891372889,0.7735148668289185,0.0
33.58669639732649,0.7219472527503967,0.0
34.96966980465199,0.5672442317008972,0.002531362697482109
36.66826375453619,0.464108943939209,0.0
38.26250945309949,0.41254130005836487,0.0
38.80512340437779,0.25783830881118774,-0.0025313596706837416
40.39385002193019,0.15470299124717712,-0.0025313596706837416
41.72232902800879,0.0,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0025313596706837416
,,0.0
,,0.002531365491449833
,,0.0
,,0.002531365491449833
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.0
,,0.002531353384256363
,,0.002531353384256363
,,0.0025313287042081356
,,0.007594084832817316
,,0.007594084832817316
,,0.0025314269587397575
,,0.007594084832817316
,,0.010125512257218361
,,0.01265684049576521
,,0.01265684049576521
,,0.0
,,0.0
,,0.002531525446102023
,,0.0025314269587397575
,,0.005062657408416271
,,0.01771949976682663
,,0.020250827074050903
,,0.01771949976682663
,,0.03543899953365326
,,0.04050165414810181
,,0.030376339331269264
,,0.05315868929028511
,,0.06328479200601578
,,0.12150456756353378
,,0.12656722962856293
,,0.13922543823719025
,,0.15694554150104523
,,0.17213350534439087
,,0.21010422706604004
,,0.21263162791728973
,,0.21263162791728973
,,0.263251930475235
,,0.260733962059021
,,0.2961741089820862
,,0.31895530223846436
,,0.33920595049858093
,,0.33920595049858093
,,0.3670481741428375
,,0.3948904871940613
,,0.4429832994937897
,,0.46070972084999084
,,0.46070972084999084
,,0.5239984393119812
,,0.4834845960140228
,,0.508802592754364
,,0.5214553475379944
,,0.5467733144760132
,,0.0
,,0.0
,,0.5796829462051392
,,0.5796829462051392
,,0.5999273061752319
,,0.5999273061752319
,,0.6328620910644531
,,0.6328620910644531
,,0.6733506917953491
,,0.6606854796409607
,,0.7112963199615479
,,0.6834729909896851
,,0.7188752889633179
,,0.7214436531066895
,,0.7290478944778442
,,0.736652135848999
,,0.8378737568855286
,,0.7290478944778442
,,0.7721048593521118
,,0.7948671579360962
,,0.8075072169303894
,,0.7973850965499878
,,0.7973850965499878
,,0.7973850965499878
,,0.7973850965499878
,,0.7973850965499878
,,0.7973850965499878
,,0.7973850965499878
,,0.8859665989875793
,,0.9239374399185181
,,0.8632043600082397
,,0.8986067771911621
,,0.9290235638618469
,,0.9517859816551208
,,0.9290235638618469
,,1.0150368213653564
,,0.9543038606643677
,,0.9315416216850281
,,0.9441313147544861
,,0.956821858882904
,,0.984720766544342
,,0.984720766544342
,,1.0479717254638672
,,1.042935848236084
,,1.042935848236084
,,1.0201735496520996
,,1.0377991199493408
,,1.0377991199493408
,,1.0327632427215576
,,1.0327632427215576
,,1.0150368213653564
,,1.0201735496520996
,,1.0277273654937744
,,1.0606622695922852
,,1.0378999710083008
,,1.0074830055236816
,,1.0074830055236816
,,1.0352813005447388
,,1.0884603261947632
,,1.1037695407867432
,,1.111323356628418
,,1.111323356628418
,,1.1264311075210571
,,1.0985321998596191
,,1.0986329317092896
,,1.1568479537963867
,,1.1568479537963867
,,1.2125450372695923
,,1.2125450372695923
,,1.1467761993408203
,,1.1467761993408203
,,1.179610252380371
,,1.179610252380371
,,1.1062874794006348
,,1.189682126045227
,,1.176991581916809
,,1.176991581916809
,,1.2100269794464111
,,1.14657461643219
,,1.1719557046890259
,,1.1417402029037476
,,1.1417402029037476
,,1.1618839502334595
,,1.3214212656021118
,,1.3214212656021118
,,1.2049912214279175
,,1.2049912214279175
,,1.1949193477630615
,,1.1872648000717163
,,1.2251347303390503
,,1.1568479537963867
,,1.1568479537963867
,,1.2428611516952515
,,1.1846461296081543
,,1.2352066040039062
,,1.2531344890594482
,,1.2531344890594482
,,1.2531344890594482
,,1.2531344890594482
,,1.2632062435150146
,,1.2632062435150146
,,1.3214212656021118
,,1.285968542098999
,,1.3667443990707397
,,1.3667443990707397
,,1.2809325456619263
,,1.2277534008026123
,,1.2732781171798706
,,1.2378252744674683
,,1.3592913150787354
,,1.2579689025878906
,,1.2579689025878906
,,1.3010762929916382
,,1.3061121702194214
,,1.2555516958236694
,,1.2227176427841187
,,1.174574375152588
,,1.3743990659713745
,,1.3163853883743286
